word;polarity_n0;polarity_n1
lamentação;POL:N0=-1;
lamentar-se;POL:N0=-1;POL:N1=0
lamentável;POL:N0=-1;
lamentoso;POL:N0=-1;
lampeiro;POL:N0=-1;
lamúria;POL:N0=-1;
lamuriante;POL:N0=-1;
lamuriar-se;POL:N0=-1;POL:N1=0
lamuriento;POL:N0=-1;
lamurioso;POL:N0=-1;
lancinante;POL:N0=-1;
langoroso;POL:N0=-1;
languescente;POL:N0=-1;
lânguido;POL:N0=-1;
laparoto;POL:N0=-1;
lapidado;POL:N0=0;
lapuz;POL:N0=-1;
lascivo;POL:N0=0;
lástima;POL:N0=-1;
lastimar-se;POL:N0=-1;POL:N1=0
lastimável;POL:N0=-1;
lastimoso;POL:N0=-1;
lata;POL:N0=-1;
latente;POL:N0=-1;
laudativo;POL:N0=1;
laudatório;POL:N0=1;
laurear a pevide;POL:N0=-1;
lavadiço;POL:N0=0;
lavado;POL:N0=1;
lavar roupa suja;POL:N0=-1;
laxista;POL:N0=-1;
lazarento;POL:N0=-1;
lãzudo;POL:N0=-1;
leal;POL:N0=1;
lealdade;POL:N0=1;
ledo;POL:N0=1;
legal;POL:N0=1;
legítimo;POL:N0=1;
leigo;POL:N0=-1;
lelo;POL:N0=-1;
lendário;POL:N0=1;
lenitivo;POL:N0=1;
lentidão;POL:N0=-1;
lento;POL:N0=-1;
lépido;POL:N0=0;
leproso;POL:N0=-1;
lerdice;POL:N0=-1;
lerdo;POL:N0=-1;
lesado;POL:N0=-1;
lesionado;POL:N0=-1;
lesivo;POL:N0=-1;
leso;POL:N0=-1;
lesto;POL:N0=1;
letal;POL:N0=-1;
letargia;POL:N0=-1;
letárgico;POL:N0=-1;
letrado;POL:N0=1;
levado da breca;POL:N0=-1;
levado das maleitas;POL:N0=-1;
levado do diabo;POL:N0=-1;
levantado;POL:N0=-1;
levantar a cabeça;POL:N0=1;
levar a melhor;POL:N0=1;
levar a sua avante;POL:N0=1;
levar com a porta na cara;POL:N0=-1;
levar com um balde de água fria;POL:N0=-1;
levar na corneta;POL:N0=-1;
levar nas orelhas de;POL:N0=-1;POL:N1=0
levar nas orelhas;POL:N0=-1;
levar porrada;POL:N0=-1;
levar um baile de;POL:N0=-1;POL:N1=1
levar um baile;POL:N0=-1;
levar um banho de água fria;POL:N0=-1;
levar um pontapé no cu;POL:N0=-1;
levar um tiro;POL:N0=-1;
levar uma abada;POL:N0=-1;
levar uma cabazada;POL:N0=-1;
levar uma coça;POL:N0=-1;
levar uma malha;POL:N0=-1;
levar uma surra;POL:N0=-1;
levar uma tareia;POL:N0=-1;
leve;POL:N0=0;
leviandade;POL:N0=-1;
leviano;POL:N0=-1;
lhano;POL:N0=1;
liberal;POL:N0=0;
liberalista;POL:N0=0;
liberdade;POL:N0=1;
libertado;POL:N0=0;
libertador;POL:N0=1;
libertar;POL:N0=1;POL:N1=0
libertário;POL:N0=-1;
libertinagem;POL:N0=-1;
libertino;POL:N0=-1;
liberto;POL:N0=0;
libidinoso;POL:N0=-1;
licencioso;POL:N0=-1;
lícito;POL:N0=-1;
lídimo;POL:N0=1;
ligar a cassete;POL:N0=-1;
ligeiro;POL:N0=0;
liliputiano;POL:N0=-1;
limitado;POL:N0=-1;
limpar o bom nome;POL:N0=1;
limpar o cebo a;POL:N0=0;POL:N1=-1
limpar o pó a;POL:N0=0;POL:N1=-1
limpar o sarampo a;POL:N0=-1;POL:N1=0
limpar o sebo a;POL:N0=-1;POL:N1=0
límpido;POL:N0=1;
limpo;POL:N0=1;
linchar;POL:N0=0;POL:N1=-1
lindo;POL:N0=1;
linear;POL:N0=0;
linfatismo;POL:N0=-1;
lingrinhas;POL:N0=-1;
linguareiro;POL:N0=-1;
linguarudo;POL:N0=-1;
liró;POL:N0=0;
liso;POL:N0=0;
lisonjeador;POL:N0=1;
lisonjear;POL:N0=0;POL:N1=1
lisonjeiro;POL:N0=1;
lítico;POL:N0=1;
lívido;POL:N0=-1;
livrar-se;POL:N0=0;POL:N1=-1
livre;POL:N0=1;
lixado;POL:N0=-1;
lixar-se;POL:N0=-1;
lixar;POL:N0=-1;POL:N1=-1
lógico;POL:N0=1;
logrativo;POL:N0=-1;
longânime;POL:N0=1;
longânimo;POL:N0=1;
loquaz;POL:N0=0;
lorpa;POL:N0=-1;
louco;POL:N0=-1;
loucura;POL:N0=-1;
louvaminheiro;POL:N0=-1;
louvável;POL:N0=1;
lúbrico;POL:N0=0;
lucidez;POL:N0=1;
lúcido;POL:N0=1;
ludibriado;POL:N0=-1;
ludibriante;POL:N0=-1;
ludibriar;POL:N0=-1;POL:N1=0
ludibrioso;POL:N0=-1;
lugar-comum;POL:N0=-1;
lúgubre;POL:N0=-1;
luminosidade;POL:N0=1;
luminoso;POL:N0=1;
lunático;POL:N0=-1;
lusco;POL:N0=-1;
lusófobo;POL:N0=-1;
lustrado;POL:N0=1;
lustroso;POL:N0=0;
lutador;POL:N0=1;
lutar;POL:N0=1;POL:N1=0
luto;POL:N0=-1;
lutuoso;POL:N0=-1;
luxuoso;POL:N0=1;
luxúria;POL:N0=-1;
luxuriante;POL:N0=0;
luxurioso;POL:N0=0;
luzido;POL:N0=0;
má apresentação;POL:N0=-1;
má cara;POL:N0=-1;
má disposição;POL:N0=-1;
má educação;POL:N0=-1;
má fama;POL:N0=-1;
má formação;POL:N0=-1;
má fortuna;POL:N0=-1;
má-fé;POL:N0=-1;
má-governação;POL:N0=-1;
má-prestação;POL:N0=-1;
macabro;POL:N0=-1;
macaco;POL:N0=-1;
maçado;POL:N0=-1;
maçador;POL:N0=-1;
macambuzice;POL:N0=-1;
macambúzio;POL:N0=-1;
macanjo;POL:N0=-1;
macareno;POL:N0=-1;
macavenco;POL:N0=-1;
machismo;POL:N0=-1;
machista;POL:N0=-1;
machucado;POL:N0=-1;
macilento;POL:N0=-1;
macio;POL:N0=0;
maçudo;POL:N0=-1;
maculado;POL:N0=-1;
madraço;POL:N0=-1;
madrugador;POL:N0=0;
maduro;POL:N0=1;
mafeitoria;POL:N0=-1;
máfia;POL:N0=-1;
mafioso;POL:N0=-1;
magalomania;POL:N0=-1;
magano;POL:N0=-1;
magistral;POL:N0=1;
magnanimidade;POL:N0=1;
magnânimo;POL:N0=1;
magnificência;POL:N0=1;
magnificente;POL:N0=1;
magnificidade;POL:N0=1;
magnífico;POL:N0=1;
mago;POL:N0=1;
magoar;POL:N0=-1;POL:N1=0
magrelo;POL:N0=-1;
magricela;POL:N0=-1;
maior e vacinado;POL:N0=0;
majestático;POL:N0=1;
majestoso;POL:N0=1;
mal-afamado;POL:N0=-1;
mal-afeiçoado;POL:N0=-1;
mal-afortunado;POL:N0=-1;
mal-agradecido;POL:N0=-1;
mal-amado;POL:N0=-1;
mal-cheiroso;POL:N0=-1;
mal-comportado;POL:N0=-1;
mal-educado;POL:N0=-1;
mal-encarado;POL:N0=-1;
mal-feito;POL:N0=-1;
mal-humorado;POL:N0=-1;
mal-intencionado;POL:N0=-1;
mal-pago;POL:N0=-1;
mal-vestido;POL:N0=-1;
malabarismo;POL:N0=-1;
malabarista;POL:N0=-1;
malandreco;POL:N0=-1;
malandro;POL:N0=-1;
malcheiroso;POL:N0=-1;
malcriado;POL:N0=-1;
maldade;POL:N0=-1;
maldição;POL:N0=-1;
maldisposto;POL:N0=-1;
maldito;POL:N0=-1;
maldizente;POL:N0=-1;
maldoso;POL:N0=-1;
maleável;POL:N0=1;
maledicência;POL:N0=-1;
maledicente;POL:N0=-1;
maleducado;POL:N0=-1;
maléfico;POL:N0=-1;
malencarado;POL:N0=-1;
malevolência;POL:N0=-1;
malevolente;POL:N0=-1;
malévolo;POL:N0=-1;
malfadado;POL:N0=-1;
malfazejo;POL:N0=-1;
malfeito;POL:N0=-1;
malfeitor;POL:N0=-1;
malfeitoria;POL:N0=-1;
malformação;POL:N0=-1;
malformado;POL:N0=-1;
malhado;POL:N0=-1;
malhar;POL:N0=1;POL:N1=-1
malícia;POL:N0=-1;
malicioso;POL:N0=-1;
maligno;POL:N0=-1;
malnutrição;POL:N0=-1;
malogrado;POL:N0=-1;
malquisto;POL:N0=-1;
malsão;POL:N0=-1;
malsucedido;POL:N0=-1;
maltrapilho;POL:N0=-1;
maltratado;POL:N0=-1;
maltratar;POL:N0=-1;POL:N1=0
maluco;POL:N0=-1;
maluquice;POL:N0=-1;
malvadez;POL:N0=-1;
malvado;POL:N0=-1;
malvisto;POL:N0=-1;
mamalhudo;POL:N0=-1;
mamar nas tetas de;POL:N0=-1;POL:N1=0
mamudo;POL:N0=-1;
mancebo;POL:N0=0;
manchado;POL:N0=-1;
manchar a imagem de;POL:N0=-1;POL:N1=0
manco;POL:N0=-1;
mancomunado;POL:N0=-1;
mandão;POL:N0=-1;
mandar bocas a;POL:N0=0;POL:N1=-1
mandar bocas;POL:N0=-1;
mandar calar;POL:N0=-1;
mandrião;POL:N0=-1;
maneirista;POL:N0=-1;
maneiro;POL:N0=1;
maneta;POL:N0=-1;
manha;POL:N0=-1;
manhoso;POL:N0=-1;
mania;POL:N0=-1;
maníaco-depressivo;POL:N0=-1;
maníaco;POL:N0=-1;
manietado;POL:N0=-1;
manipulação;POL:N0=-1;
manipulado;POL:N0=-1;
manipulador;POL:N0=-1;
manipular;POL:N0=-1;POL:N1=-1
manipulável;POL:N0=-1;
manobrado;POL:N0=-1;
manobrar;POL:N0=-1;POL:N1=-1
manso;POL:N0=0;
manteigueiro;POL:N0=-1;
maquiavélico;POL:N0=-1;
maquiavelismo;POL:N0=-1;
maquiavelista;POL:N0=-1;
maquinado;POL:N0=-1;
maquinal;POL:N0=0;
marau;POL:N0=-1;
maravilha;POL:N0=1;
maravilhoso;POL:N0=1;
marcar pontos;POL:N0=1;
marginal;POL:N0=-1;
marginalidade;POL:N0=-1;
marginalizado;POL:N0=-1;
marginalizar;POL:N0=-1;POL:N1=0
marialva;POL:N0=-1;
maricão;POL:N0=-1;
maricas;POL:N0=-1;
mariola;POL:N0=-1;
marioneta;POL:N0=-1;
mariquice;POL:N0=-1;
mariquinhas;POL:N0=-1;
marmanjo;POL:N0=-1;
maroto;POL:N0=-1;
marralheiro;POL:N0=-1;
marrano;POL:N0=-1;
marrão;POL:N0=-1;
marreco;POL:N0=-1;
martirizar;POL:N0=1;POL:N1=-1
más intenções;POL:N0=-1;
mascarado;POL:N0=-1;
másculo;POL:N0=1;
masochista;POL:N0=-1;
masoquismo;POL:N0=-1;
masoquista;POL:N0=-1;
massacrar;POL:N0=1;POL:N1=-1
massacre;POL:N0=-1;
massudo;POL:N0=-1;
mastodôntico;POL:N0=0;
matador;POL:N0=-1;
matar dois coelhos com uma cajadada;POL:N0=1;
matar o vício;POL:N0=-1;
materialismo;POL:N0=-1;
materialista;POL:N0=-1;
maternal;POL:N0=1;
matias;POL:N0=-1;
matraquear;POL:N0=-1;
matreiro;POL:N0=-1;
maturidade;POL:N0=1;
matuto;POL:N0=-1;
mau agouro;POL:N0=-1;
mau agrado;POL:N0=-1;
mau aluno;POL:N0=-1;
mau cheiro;POL:N0=-1;
mau comportamento;POL:N0=-1;
mau desempenho;POL:N0=-1;
mau exemplo;POL:N0=-1;
mau feitio;POL:N0=-1;
mau génio;POL:N0=-1;
mau humor;POL:N0=-1;
mau pagador;POL:N0=-1;
mau;POL:N0=-1;
maus hábitos;POL:N0=-1;
mavioso;POL:N0=1;
mavórcio;POL:N0=-1;
mazombice;POL:N0=-1;
mazombo;POL:N0=-1;
mazorro;POL:N0=-1;
mecanicista;POL:N0=0;
medianeiro;POL:N0=0;
mediano;POL:N0=0;
mediático;POL:N0=0;
médio;POL:N0=0;
medíocre;POL:N0=-1;
mediocridade;POL:N0=-1;
meditabundo;POL:N0=-1;
meditador;POL:N0=0;
meditativo;POL:N0=0;
medo;POL:N0=-1;
medonho;POL:N0=-1;
medrado;POL:N0=1;
medricas;POL:N0=-1;
medroso;POL:N0=-1;
mefistofélico;POL:N0=-1;
megalomania;POL:N0=-1;
megalomaníaco;POL:N0=-1;
megalômano;POL:N0=-1;
megalómano;POL:N0=-1;
meigo;POL:N0=1;
meio-alterado;POL:N0=-1;
meio-apalermado;POL:N0=-1;
meio-doido;POL:N0=-1;
meio-morto;POL:N0=-1;
melado;POL:N0=-1;
melancólico;POL:N0=-1;
melhor;POL:N0=0;
melífluo;POL:N0=1;
melindrado;POL:N0=-1;
melindrar-se;POL:N0=-1;
melindrar;POL:N0=-1;POL:N1=0
melindroso;POL:N0=-1;
melódico;POL:N0=1;
melodioso;POL:N0=1;
melodramático;POL:N0=-1;
melómano;POL:N0=-1;
meloso;POL:N0=0;
memorável;POL:N0=1;
memorioso;POL:N0=1;
mendacidade;POL:N0=-1;
mendaz;POL:N0=-1;
mendicante;POL:N0=-1;
menineiro;POL:N0=0;
menosprezante;POL:N0=-1;
menosprezar;POL:N0=-1;POL:N1=0
menosprezável;POL:N0=-1;
menosprezo;POL:N0=-1;
mental;POL:N0=0;
mentecapto;POL:N0=-1;
mentir;POL:N0=-1;POL:N1=0
mentira;POL:N0=-1;
mentiroso compulsivo;POL:N0=-1;
mentiroso inveterado;POL:N0=-1;
mentiroso;POL:N0=-1;
mercantil;POL:N0=-1;
mercantilista;POL:N0=-1;
mercenário;POL:N0=-1;
merda;POL:N0=-1;
merdoso;POL:N0=-1;
merecedor;POL:N0=1;
merecer o que tem;POL:N0=-1;
merencório;POL:N0=-1;
mergulhado;POL:N0=-1;
mérito;POL:N0=-1;
meritório;POL:N0=1;
mesquinhez;POL:N0=-1;
mesquinho;POL:N0=-1;
mesurado;POL:N0=1;
metafísico;POL:N0=-1;
metafórico;POL:N0=0;
metediço;POL:N0=-1;
meter a carroça à frente dos bois;POL:N0=-1;
meter a foice em seara alheia;POL:N0=-1;
meter a pata na poça;POL:N0=-1;
meter a viola no saco;POL:N0=-1;
meter água;POL:N0=-1;
meter dentro de um púcaro;POL:N0=1;POL:N1=-1
meter mãos à obra;POL:N0=1;
meter medo;POL:N0=-1;
meter num bolso;POL:N0=1;POL:N1=-1
meter num chinelo;POL:N0=1;POL:N1=-1
meter o carro à frente dos bois;POL:N0=-1;
meter o nariz onde não é chamado;POL:N0=-1;
meter o pé na argola;POL:N0=-1;
meter o pé na poça;POL:N0=-1;
meter o rabinho entre as pernas;POL:N0=-1;
meter o rabo entre as pernas;POL:N0=-1;
meter os cornos a;POL:N0=-1;POL:N1=0
meter os dedos pelos olhos de;POL:N0=-1;POL:N1=0
meter os dedos pelos olhos dentro;POL:N0=-1;
meter os patins a;POL:N0=-1;POL:N1=0
meter os pés pelas mãos;POL:N0=-1;
meter uma cunha;POL:N0=-1;
meter-se às cavalitas de;POL:N0=-1;POL:N1=0
meter-se na alheta;POL:N0=-1;
meter-se na boca do lobo;POL:N0=-1;
meter-se numa embrulhada;POL:N0=-1;
meter-se onde não é chamado;POL:N0=-1;
meticuloso;POL:N0=1;
metido;POL:N0=-1;
metódico;POL:N0=1;
mexeriqueiro;POL:N0=-1;
mexido;POL:N0=1;
migalheiro;POL:N0=-1;
mijão;POL:N0=-1;
milagreiro;POL:N0=0;
milagroso;POL:N0=1;
mimado;POL:N0=-1;
mimalho;POL:N0=-1;
mimoso;POL:N0=1;
minado;POL:N0=-1;
minguado;POL:N0=-1;
minimalista;POL:N0=0;
minucioso;POL:N0=1;
minúsculo;POL:N0=-1;
míope;POL:N0=-1;
mirabolante;POL:N0=-1;
mirolho;POL:N0=-1;
mirração;POL:N0=-1;
mirrado;POL:N0=-1;
misantropo;POL:N0=-1;
miserabilismo;POL:N0=-1;
miserabilista;POL:N0=-1;
miserando;POL:N0=-1;
miserável;POL:N0=-1;
misericordioso;POL:N0=1;
mísero;POL:N0=-1;
misterioso;POL:N0=0;
místico;POL:N0=0;
misturar alhos com bugalhos;POL:N0=-1;
mítico;POL:N0=1;
mitomania;POL:N0=-1;
mitómano;POL:N0=-1;
mitrado;POL:N0=0;
mocado;POL:N0=-1;
mociço;POL:N0=1;
moderação;POL:N0=1;
moderado;POL:N0=1;
modernaço;POL:N0=1;
modernista;POL:N0=0;
moderno;POL:N0=1;
modéstia;POL:N0=1;
modesto;POL:N0=1;
modificado;POL:N0=0;
modorrento;POL:N0=-1;
modorro;POL:N0=-1;
moedor;POL:N0=-1;
mofino;POL:N0=-1;
moído;POL:N0=-1;
moinante;POL:N0=-1;
moldável;POL:N0=1;
mole;POL:N0=-1;
molenga;POL:N0=-1;
molengão;POL:N0=-1;
molenguice;POL:N0=-1;
moleque;POL:N0=-1;
molestado;POL:N0=-1;
molestar;POL:N0=-1;POL:N1=0
molieresco;POL:N0=-1;
mongolismo;POL:N0=-1;
mongolóide;POL:N0=-1;
mono;POL:N0=-1;
monocórdico;POL:N0=-1;
monomania;POL:N0=-1;
monomaníaco;POL:N0=-1;
monopolista;POL:N0=-1;
monopolizado;POL:N0=-1;
monopolizador;POL:N0=-1;
monopolizar;POL:N0=1;POL:N1=0
monotonia;POL:N0=-1;
monótono;POL:N0=-1;
monstruosidade;POL:N0=-1;
monstruoso;POL:N0=-1;
moquenco;POL:N0=-1;
moralista;POL:N0=-1;
moralizador;POL:N0=0;
moralizante;POL:N0=0;
morbidez;POL:N0=-1;
mórbido;POL:N0=-1;
morboso;POL:N0=-1;
mordacidade;POL:N0=-1;
mordaz;POL:N0=-1;
mordente;POL:N0=-1;
morder a língua;POL:N0=-1;
morder o isco;POL:N0=-1;
morfinomania;POL:N0=-1;
morfinómano;POL:N0=-1;
moribundo;POL:N0=-1;
morigerado;POL:N0=1;
morno;POL:N0=-1;
moroso;POL:N0=-1;
morrer de pé;POL:N0=-1;
morrer na praia;POL:N0=-1;
mortal;POL:N0=0;
morte;POL:N0=-1;
mortiço;POL:N0=-1;
mortífero;POL:N0=-1;
mortificado;POL:N0=-1;
morto;POL:N0=-1;
mostrar a verdadeira face;POL:N0=-1;
mostrar atitude;POL:N0=1;
mostrar dificuldades;POL:N0=-1;
motivação;POL:N0=1;
motivado;POL:N0=1;
motivador;POL:N0=1;
motivante;POL:N0=0;
mouqueira;POL:N0=-1;
mouquice;POL:N0=-1;
mudado;POL:N0=0;
mudar as regras a meio do jogo;POL:N0=-1;
mudar de ideias como quem muda de camisa;POL:N0=-1;
mudez;POL:N0=-1;
mudo;POL:N0=-1;
mula;POL:N0=-1;
mulato;POL:N0=0;
mulherengo;POL:N0=-1;
multifacetado;POL:N0=0;
mundano;POL:N0=-1;
munido;POL:N0=0;
munificente;POL:N0=1;
murcho;POL:N0=-1;
murmurante;POL:N0=-1;
musculado;POL:N0=1;
musculoso;POL:N0=1;
mutilado;POL:N0=-1;
mutilar;POL:N0=1;POL:N1=-1
nabice;POL:N0=-1;
nabo;POL:N0=-1;
namoradeiro;POL:N0=0;
namoradiço;POL:N0=0;
namorador;POL:N0=0;
nanico;POL:N0=-1;
não acertar uma;POL:N0=-1;
não chegar aos calcanhares de;POL:N0=-1;POL:N1=1
não chegar aos pés de;POL:N0=-1;POL:N1=1
não chegar às solas dos sapatos de;POL:N0=-1;POL:N1=1
não dar uma para a caixa;POL:N0=-1;
não dizer ai nem ui;POL:N0=-1;
não dizer coisa com coisa;POL:N0=-1;
não dizer nada de jeito;POL:N0=-1;
não estar à altura de;POL:N0=-1;POL:N1=1
não estar em si;POL:N0=-1;
não fazer a ponta de um corno;POL:N0=-1;
não gostar de ouvir as verdades;POL:N0=-1;
não interessar a ninguém;POL:N0=-1;
não mexer uma palha;POL:N0=-1;
não morrer de amores por;POL:N0=0;POL:N1=-1
não olhar a meios para atingir os fins;POL:N0=-1;
não olhar a meios;POL:N0=-1;
não perceber patavina;POL:N0=-1;
não saber o que dizer;POL:N0=-1;
não saber o que quer;POL:N0=-1;
não saber onde se meteu;POL:N0=-1;
não saber patavina;POL:N0=-1;
não sair da cepa torta;POL:N0=-1;
não se aprender nada com;;POL:N1=-1
não se mexer;POL:N0=-1;
não se sair mal;POL:N0=1;
não ser carne nem peixe;POL:N0=-1;
não ser levado a sério;POL:N0=-1;
não ser peixe nem carne;POL:N0=-1;
não ter argumentos;POL:N0=-1;
não ter nada na cabeça;POL:N0=-1;
não ter nada nos miolos;POL:N0=-1;
não ter onde cair morto;POL:N0=-1;
não ter papas na língua;POL:N0=1;
não ter pedalada;POL:N0=-1;
não ter razão;POL:N0=-1;
não ter um pingo de vergonha;POL:N0=-1;
não ter um tostão;POL:N0=-1;
não ter vergonha na cara;POL:N0=-1;
não ter vergonha nenhuma;POL:N0=-1;
não valer nada;POL:N0=-1;
não ver um boi à frente dos olhos;POL:N0=-1;
não ver um boi;POL:N0=-1;
não ver um palmo à frente do nariz;POL:N0=-1;
não virar a cara;POL:N0=1;
narcisista;POL:N0=-1;
narcótico;POL:N0=-1;
narcotizado;POL:N0=-1;
narigudo;POL:N0=-1;
nascer com o cu virado para a lua;POL:N0=1;
natural;POL:N0=1;
nauseado;POL:N0=-1;
nauseante;POL:N0=-1;
nazi;POL:N0=-1;
nazista;POL:N0=-1;
nebuloso;POL:N0=-1;
necessário;POL:N0=1;
necessitado;POL:N0=-1;
necrófago;POL:N0=-1;
necrófilo;POL:N0=-1;
nédio;POL:N0=-1;
nefando;POL:N0=-1;
nefasto;POL:N0=-1;
nefelibata;POL:N0=-1;
negaceiro;POL:N0=-1;
negatividade;POL:N0=-1;
negativo;POL:N0=-1;
neglicência;POL:N0=-1;
negligenciar;POL:N0=-1;POL:N1=0
negligente;POL:N0=-1;
negregado;POL:N0=-1;
negróide;POL:N0=-1;
nervos;POL:N0=-1;
nervosismo;POL:N0=-1;
nervoso;POL:N0=-1;
néscio;POL:N0=-1;
neurasténico;POL:N0=-1;
neurose;POL:N0=-1;
neurótico;POL:N0=-1;
neutral;POL:N0=0;
neutro;POL:N0=0;
ninheiro;POL:N0=-1;
niquento;POL:N0=-1;
nítido;POL:N0=1;
nobre;POL:N0=1;
nocivo;POL:N0=-1;
nódoa;POL:N0=-1;
nojento;POL:N0=-1;
nojo;POL:N0=-1;
nomeado;POL:N0=1;
normal;POL:N0=1;
norteado;POL:N0=1;
nostálgico;POL:N0=0;
notabilidade;POL:N0=1;
notável;POL:N0=1;
novato;POL:N0=0;
novel;POL:N0=0;
noveleiro;POL:N0=-1;
novidadeiro;POL:N0=-1;
nu;POL:N0=0;
nulo;POL:N0=-1;
número de circo;POL:N0=-1;
nutrido;POL:N0=0;
obcecação;POL:N0=-1;
obcecado;POL:N0=-1;
obcecante;POL:N0=-1;
obedecer;POL:N0=0;POL:N1=1
obediente;POL:N0=0;
obeso;POL:N0=-1;
objectividade;POL:N0=1;
objectivo;POL:N0=1;
objetividade;POL:N0=1;
objetivo;POL:N0=1;
oblíquo;POL:N0=-1;
obreiro;POL:N0=0;
obrigado;POL:N0=-1;
obscenidade;POL:N0=-1;
obsceno;POL:N0=-1;
obscurecer;POL:N0=-1;POL:N1=0
obscurecido;POL:N0=-1;
obscuridade;POL:N0=-1;
obscuro;POL:N0=-1;
obsequiador;POL:N0=0;
obsequioso;POL:N0=0;
observador;POL:N0=1;
observante;POL:N0=1;
obsessão;POL:N0=-1;
obsessivo;POL:N0=-1;
obsoleto;POL:N0=-1;
obstinado;POL:N0=-1;
obstrucionista;POL:N0=-1;
obstruir;POL:N0=-1;POL:N1=0
obtusidade;POL:N0=-1;
obtuso;POL:N0=-1;
óbvio;POL:N0=0;
ociosidade;POL:N0=-1;
ocioso;POL:N0=-1;
oco;POL:N0=-1;
ocultado;POL:N0=0;
ocultar a verdade;POL:N0=-1;
ocultar;POL:N0=-1;POL:N1=0
ocultista;POL:N0=0;
oculto;POL:N0=-1;
ocupado;POL:N0=0;
odiado;POL:N0=-1;
odiar;POL:N0=0;POL:N1=-1
odiável;POL:N0=-1;
odiento;POL:N0=-1;
ódio;POL:N0=-1;
odioso;POL:N0=-1;
ofegante;POL:N0=-1;
ofender;POL:N0=-1;POL:N1=0
ofendido;POL:N0=-1;
ofensa;POL:N0=-1;
ofensivo;POL:N0=-1;
oferecido;POL:N0=-1;
ofuscado;POL:N0=-1;
ofuscar;POL:N0=1;POL:N1=-1
oleoso;POL:N0=-1;
olhar nos olhos;POL:N0=1;
olheirento;POL:N0=-1;
oligofrenia;POL:N0=-1;
oligofrénico;POL:N0=-1;
omisso;POL:N0=-1;
omitido;POL:N0=-1;
omitir;POL:N0=-1;POL:N1=0
omnipotente;POL:N0=1;
omnipresente;POL:N0=1;
omnisciente;POL:N0=1;
ondulante;POL:N0=-1;
onerado;POL:N0=-1;
onzeneiro;POL:N0=-1;
opaco;POL:N0=-1;
operante;POL:N0=1;
operoso;POL:N0=1;
opinante;POL:N0=0;
opinativo;POL:N0=0;
opiniático;POL:N0=-1;
opiomania;POL:N0=-1;
opiómano;POL:N0=-1;
opíparo;POL:N0=1;
oponente;POL:N0=-1;
oportunismo;POL:N0=-1;
oportunista;POL:N0=-1;
oportuno;POL:N0=1;
oposicionista;POL:N0=0;
opressão;POL:N0=-1;
opressivo;POL:N0=-1;
opresso;POL:N0=-1;
opressor;POL:N0=-1;
oprimente;POL:N0=-1;
oprimido;POL:N0=-1;
oprimir;POL:N0=1;POL:N1=-1
optimismo;POL:N0=1;
optimista;POL:N0=1;
óptimo;POL:N0=1;
opulento;POL:N0=-1;
ordeiro;POL:N0=1;
ordenado;POL:N0=1;
ordinarice;POL:N0=-1;
ordinário;POL:N0=-1;
orelhudo;POL:N0=-1;
órfão;POL:N0=-1;
organizado;POL:N0=1;
orgulhoso;POL:N0=-1;
orientador;POL:N0=0;
original;POL:N0=1;
originalidade;POL:N0=1;
ornado;POL:N0=0;
ortodoxo;POL:N0=0;
ossudo;POL:N0=-1;
ostensão;POL:N0=-1;
ostensivo;POL:N0=-1;
ostentação;POL:N0=-1;
ostentativo;POL:N0=-1;
ostentoso;POL:N0=-1;
otimismo;POL:N0=1;
otimista;POL:N0=1;
ótimo;POL:N0=1;
ousado;POL:N0=0;
ouvido;POL:N0=0;
ouvir das boas;POL:N0=-1;
ouvir poucas mas boas;POL:N0=-1;
pacato;POL:N0=1;
pachorrento;POL:N0=0;
paciente;POL:N0=1;
pacificação;POL:N0=1;
pacificador;POL:N0=1;
pacificidade;POL:N0=1;
pacífico;POL:N0=1;
pacovice;POL:N0=-1;
pacóvio;POL:N0=-1;
padecedor;POL:N0=-1;
padecente;POL:N0=-1;
pagão;POL:N0=0;
pagar caro;POL:N0=-1;
pagar favores a;POL:N0=-1;POL:N1=0
pagar um favor a;POL:N0=-1;POL:N1=0
pagodeiro;POL:N0=0;
paixão;POL:N0=1;
palaciano;POL:N0=0;
paladino;POL:N0=0;
palavroso;POL:N0=-1;
paleio;POL:N0=-1;
palerma;POL:N0=-1;
palermice;POL:N0=-1;
palhaço;POL:N0=-1;
palidez;POL:N0=-1;
pálido;POL:N0=-1;
palpitante;POL:N0=0;
palrador;POL:N0=0;
palreiro;POL:N0=0;
panal;POL:N0=-1;
panasca;POL:N0=-1;
pancadaria;POL:N0=-1;
pançudo;POL:N0=-1;
pândego;POL:N0=0;
panegírico;POL:N0=0;
panema;POL:N0=-1;
pantafaçudo;POL:N0=-1;
pântano;POL:N0=-1;
pantemineiro;POL:N0=-1;
papaguear;POL:N0=-1;
papalvo;POL:N0=-1;
papão;POL:N0=-1;
papista;POL:N0=-1;
paradigmático;POL:N0=0;
parado;POL:N0=-1;
paradoxal;POL:N0=-1;
paradoxo;POL:N0=-1;
paralisado;POL:N0=-1;
paralisar;POL:N0=1;POL:N1=-1
paralítico;POL:N0=-1;
paranóia;POL:N0=-1;
paranóico;POL:N0=-1;
parasita;POL:N0=-1;
parasito;POL:N0=-1;
parcimónia;POL:N0=1;
parcimonioso;POL:N0=1;
parco;POL:N0=1;
parido;POL:N0=-1;
parolice;POL:N0=-1;
parolo;POL:N0=-1;
parracho;POL:N0=-1;
