word,part_of_speech,target,polarity_n0,polarity_n1,anotation
dar uma no cravo e outra na ferradura,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
dar uma surra a,IDIOM,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
dar voltas no caixão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
dardejante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
dávida,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
deambulação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deambulante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deambular,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
debandado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
débil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
debilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
debilitação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
debilitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
debilitar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
debochado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deboche,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decadência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decadente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decadentista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decaído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decapitar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
decência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
decente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
decepado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
decepar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
decepção,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decepcionado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
decepcionante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decepcionar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
decidido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
decisivo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
decoro,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
decoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
decrepidez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
decrépito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
dedicação,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
dedicado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
defeituoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
defensiva,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
defensor,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
deferente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
deferido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
defesso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deficiente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
definhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
definhamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deformação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deformado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
defraudar as expectativas de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
defraudar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
defunto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
degenerado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
degradado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
degradante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
degredado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
degredo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deicida,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar achas na fogueira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar água na fervura,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
deitar as unhas a,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar foguetes antes da festa,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar lenha na fogueira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar poeira aos olhos a,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deitar poeira para os olhos de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deitar tudo a perder,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar tudo para trás das costas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deitar tudo por água abaixo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deixar com as calças na mão,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deixar com as mãos a abanar,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deixar de rastos,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deixar muito a desejar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deixar o barco à deriva,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deixar o país de tanga,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deixar tudo para depois,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deixar-se levar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
delambido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deleitoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
deletério,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
delgado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
delicadeza,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
delicado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
delicioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
delinquência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
delinquente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
delirar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
delituoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demagogia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demagógico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demagogo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demarcado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
demência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demérito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
demitido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
democracia,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
democrata,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
democraticidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
democrático,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
démodé,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
demolidor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
demoníaco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
demorado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
denegrido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
denegrir a imagem de,IDIOM,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
denegrir a sua imagem,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
denegrir,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
dengoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
denodado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
depauperado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
depenado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
dependurado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deploração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deplorável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deportado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deposto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
depravação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depravado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depravador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depreciado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
depreciar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
depreciativo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depressão maníaca,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depressão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depressivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depressor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deprimência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deprimente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deprimido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
depurado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
derramado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
derreado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
derreamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
derrear,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
derreter,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
derrota,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
derrotado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
derrotar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
derrotismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
derrotista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
derrubado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
derrubar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
desabonado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desabrido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desabrigado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desabusado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desacompanhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desacordado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desacreditado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desacreditar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
desactualizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desadaptado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desafectado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
desafecto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desafetado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
desafeto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desafiador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
desafiante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
desafinação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desafinado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desafogado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desaforado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaforido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desafortunado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desagradado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desagradável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desagradecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desagrado,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaire,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desairoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desajeitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desajustado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desalentado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desalento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desalinhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desalinhamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desalmado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desalojado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desamparado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desamparo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desancar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
desanimação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desanimado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desanimador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desânimo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desapaixonado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaparafusado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaparecer do mapa,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaparecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desapegado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desapiedado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desapontado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desapontador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desapossado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desapropriado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desaprovador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desaproveitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desarmante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
desarmar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
desarranjado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desarrazoado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desarrumado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desarticulado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desassisado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desassombrado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
desassossegado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desassossego,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desastrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desastre,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desastroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desatado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desatento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desatinado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desatualizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desaustinado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desavergonhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desavisado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desbaratado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desbaratador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desbocado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desbocamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desbotado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desbragado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desbravador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
descabelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descabelar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descabelar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
descabido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
descadeirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descalabro,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descalço,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descamisado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descansado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
descarado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descaramento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descarnado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descascado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descautelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descer ao mais baixo nível,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descer nas sondagens,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descerimonioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
descerrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desclassificado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
descobridor,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
descomedido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descomedimento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descomplexado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
descomprometido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
descompromissado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desconcentração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconcentrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconcertado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desconexo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desconfiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconfortável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconhecedor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desconsideração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconsiderado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desconsolação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desconsolado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descontentamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descontente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descontraído,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
descontrolado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descontrolo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descoordenação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descoordenado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descorado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descoroçoado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descortês,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descortesia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descrente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
descuidado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
descuido,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desculpado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desculpável,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desdém,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desdenhar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
desdenhoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desdentado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desdito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desditoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desejável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
deselegância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deselegante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desembaraçado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desemparelhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desempenado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desempregado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desemprego,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desencalhado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
desencalhe ,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desencaminhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desencaminhador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desencaminhamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desencantado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
desencontrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desengonçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desengraçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desenrascado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desenvencilhado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desenvolto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desenvoltura,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desenxabidez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desenxabido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desequilibrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desequilíbrio,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desertar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desertor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desesperado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desesperança,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desesperançado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desespero,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desestabilizador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desfalcar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
desfalecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desfasado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desfavorecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desfeito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desfigurado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desforrar-se,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
desfrutado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
desgarrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desgastado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgaste,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgosto,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgostoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desgovernação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgovernado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgoverno,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgraça,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgraçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgracioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desgrenhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desidratação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desiludido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desimpedido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
desinfeliz,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinformação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinformado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinibido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
desinstruído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinteressado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinteressante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desinteresse,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desistir,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
deslambido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deslavado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desleal,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
deslealdade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desleixado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desleixar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desleixo ,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
desligado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deslocado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
deslumbrante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
deslumbrar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
desmaiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desmanchado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
desmantelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
